Jurisdiction,Kind,Publication Date,Display Key,Application Number,Patent URL,Application Date,Title,Abstract,Applicants,Inventors,Owners,Document Type,Cites Patent Count,Cited by Patent Count,Legal Status
CN,A,9/3/21,CN 113337527 A,CN 202110575068 A,https://patents.google.com/patent/CN113337527A/en,5/26/21,Triticum aestivum delavayi synthase THI1 gene and application thereof in plant resistance to Chinese wheat mosaic virus,"The invention provides a Triticum aestivum delavayi synthase THI1 gene and its application in plant resistance to Chinese wheat mosaic virus. The nucleotide sequence of the gene is provided as SEQ ID NO: 1. The gene is introduced into Triticum aestivum, leading to its overexpression and enhanced resistance to the virus. The patent also covers applications of the gene, its recombinant vector, and the encoded protein in viral resistance.",UNIV NINGBO,"YANG JIN, YANG JIAN, LIU PENG, CHEN JIANPING",,Patent Application,2,0,ACTIVE
